patient,slice,SSIM,MS-SSIM,PSNR,MAE,MSE,VIF,SD,EN
1BA278,027.png,0.8161796272676103,0.8892389535903931,17.764637496666317,0.12276430428028107,0.01673155277967453,0.4758135147933414,0.0786602646112442,4.577422054922731
1BA278,028.png,0.8126730479332922,0.8746070861816406,18.457338100992004,0.11314795911312103,0.014264816418290138,0.3958532414385014,0.07100192457437515,4.811840221973297
1BA278,029.png,0.8280806434240364,0.9102501273155212,17.80561022204628,0.12241491675376892,0.016574444249272346,0.513396196558215,0.08286350965499878,4.6120235670603975
1BA278,030.png,0.7979825781388609,0.8682339787483215,18.393779570120326,0.11427226662635803,0.014475115574896336,0.3623800438258015,0.07300404459238052,4.799201617716248
1BA278,031.png,0.7969875800825711,0.8744326233863831,18.42818056144976,0.1138850748538971,0.014360909350216389,0.3422592054271529,0.07292406260967255,4.809065203423199
1BA278,032.png,0.8103647891781441,0.8998234868049622,18.048962695559375,0.11894705146551132,0.015671253204345703,0.463075011089051,0.0862000435590744,5.078551085562635
1BA278,033.png,0.8208695509476122,0.9072312712669373,17.87951168337618,0.1214679479598999,0.01629479229450226,0.5319772972766875,0.09176093339920044,4.807236102447542
1BA278,034.png,0.8043200086358149,0.8887192606925964,17.80503044247258,0.12183266133069992,0.016576657071709633,0.4481188318733767,0.08851179480552673,4.886852483049127
1BA278,035.png,0.8022423695545591,0.8911018371582031,17.81255455592261,0.12184950709342957,0.01654796302318573,0.47149668346799095,0.09486101567745209,4.977146524054178
1BA278,036.png,0.7854903196793803,0.8773844838142395,17.711576179243014,0.12351532280445099,0.01693722978234291,0.4154933332343666,0.09491317719221115,4.988233370570347
1BA278,037.png,0.801079277305206,0.8992875218391418,17.822920623810038,0.12202803790569305,0.01650851219892502,0.5035441170915039,0.09712877869606018,5.01744067941048
1BA278,038.png,0.8004090018649535,0.8833917379379272,17.854937133670393,0.12090976536273956,0.01638725772500038,0.4541928023952026,0.09794887155294418,5.161913749258629
1BA278,039.png,0.807346836451903,0.9031394720077515,17.880607958317313,0.12066705524921417,0.016290679574012756,0.5268820866823108,0.10104543715715408,5.1495663003477015
1BA278,040.png,0.8041262770505315,0.8869678974151611,17.94767665844126,0.11893253773450851,0.01604103296995163,0.4924037887707713,0.1037473976612091,5.420929708671977
1BA278,041.png,0.8058009809072763,0.8992199897766113,17.958653828327147,0.1189681738615036,0.01600053906440735,0.5052116995686232,0.0992017388343811,5.215871722939422
1BA278,042.png,0.8071815873679453,0.8905830979347229,17.925305483933403,0.11914224922657013,0.016123875975608826,0.5270077201933984,0.09897316247224808,5.233703887869556
1BA278,043.png,0.79907039827818,0.8880990743637085,18.007732607828586,0.11754123866558075,0.015820737928152084,0.45534337798590785,0.09598717093467712,5.3207783982402
1BA278,044.png,0.7802503777178489,0.8689245581626892,18.07061531848001,0.1163378581404686,0.015593315474689007,0.4251862523959681,0.10483186691999435,5.524312508074687
1BA278,045.png,0.8085439222778594,0.8822180032730103,18.125841116602956,0.11543719470500946,0.015396283008158207,0.5571209321650905,0.10359558463096619,5.397369992078592
1BA278,046.png,0.8044463709834461,0.879301905632019,18.165692663355543,0.11452193558216095,0.015255650505423546,0.5144901105107292,0.10839084535837173,5.478501283902507
1BA278,047.png,0.7987740993663724,0.8808802366256714,18.04319860046595,0.11605457216501236,0.01569206640124321,0.4833181138757867,0.10698283463716507,5.578865958088437
1BA278,048.png,0.7924249707641895,0.8790126442909241,18.09062027119499,0.11544526368379593,0.01552165299654007,0.4642428501824176,0.11113617569208145,5.476862690236333
1BA278,049.png,0.7977988058448169,0.8802879452705383,18.13465988074021,0.11473575979471207,0.015365051105618477,0.492610695738545,0.11171724647283554,5.532802347954635
1BA278,050.png,0.8022479716341612,0.8776203989982605,18.249369357891688,0.11227553337812424,0.014964529313147068,0.5141957564498354,0.10923942178487778,5.654429103954618
1BA278,051.png,0.8037837954505663,0.8811956644058228,18.2983692287067,0.11172530055046082,0.014796638861298561,0.4964839017070399,0.1124948188662529,5.691332081709364
1BA278,052.png,0.795843600059004,0.8757843375205994,18.081116262955096,0.11471740156412125,0.01555565744638443,0.4867550036092776,0.11865921318531036,5.73183661700695
1BA278,053.png,0.7878898674105811,0.868008017539978,18.272214061851678,0.11158585548400879,0.014886019751429558,0.44524595807350237,0.11667533218860626,5.775559684621749
1BA278,054.png,0.8066111358324796,0.8816989660263062,18.32951918345881,0.11025722324848175,0.014690889045596123,0.4938374632070712,0.12021296471357346,5.9796001615524705
1BA278,055.png,0.7917922646308476,0.8768343925476074,18.42690010908203,0.10891395807266235,0.014365144073963165,0.4284195163219544,0.12210093438625336,6.006101052374609
1BA278,056.png,0.7979563169847773,0.8755730390548706,18.46322786934621,0.10835956037044525,0.01424548402428627,0.47541876077685935,0.12381581962108612,5.995256747116642
1BA278,057.png,0.7964959989121743,0.8772114515304565,18.348225497557877,0.1092318743467331,0.014627747237682343,0.46529103771115377,0.12395280599594116,5.918467685719547
1BA278,058.png,0.7984131006154846,0.8805139660835266,18.25074910988023,0.11067455261945724,0.01495977584272623,0.49792558637330286,0.12391838431358337,5.979638000775957
1BA278,059.png,0.7963606630019657,0.8713719248771667,18.540502971427923,0.10636432468891144,0.013994252309203148,0.4545170073302711,0.12769435346126556,6.134138611782231
1BA278,060.png,0.7884784032368783,0.8638536930084229,18.39971326068372,0.1077173724770546,0.01445535197854042,0.4423181000049057,0.1306578367948532,6.121455200538727
